timestamp,dataset,record_id,action,column_affected,original_value,new_value,reason
2026-09-24 05:31:24,incidents,INC000001,IMPUTE_NULL,category,None,General / Unknown,Missing incident category
2026-09-24 05:31:24,incidents,INC000001,IMPUTE_NULL,priority,None,4 - Low,Missing priority set to conservative Low
2026-09-24 05:31:24,incidents,INC000001,IMPUTE_NULL,assignment_group,None,Global-Service-Desk,Default assignment group
2026-09-24 05:31:24,incidents,INC000002,IMPUTE_NULL,category,None,General / Unknown,Missing incident category
2026-09-24 05:31:24,incidents,INC000002,IMPUTE_NULL,priority,None,4 - Low,Missing priority set to conservative Low
2026-09-24 05:31:24,incidents,INC000002,IMPUTE_NULL,assignment_group,None,Global-Service-Desk,Default assignment group
2026-09-24 05:31:24,incidents,INC000003,IMPUTE_NULL,category,None,General / Unknown,Missing incident category
2026-09-24 05:31:24,incidents,INC000003,IMPUTE_NULL,priority,None,4 - Low,Missing priority set to conservative Low
2026-09-24 05:31:24,incidents,INC000003,IMPUTE_NULL,assignment_group,None,Global-Service-Desk,Default assignment group
2026-09-24 05:31:24,incidents,INC000004,IMPUTE_NULL,category,None,General / Unknown,Missing incident category
2026-09-24 05:31:24,incidents,INC000004,IMPUTE_NULL,priority,None,4 - Low,Missing priority set to conservative Low
2026-09-24 05:31:24,incidents,INC000004,IMPUTE_NULL,assignment_group,None,Global-Service-Desk,Default assignment group
2026-09-24 05:31:24,incidents,INC000005,IMPUTE_NULL,category,None,General / Unknown,Missing incident category
2026-09-24 05:31:24,incidents,INC000005,IMPUTE_NULL,priority,None,4 - Low,Missing priority set to conservative Low
2026-09-24 05:31:24,incidents,INC000005,IMPUTE_NULL,assignment_group,None,Global-Service-Desk,Default assignment group
2026-09-24 05:31:24,incidents,INC000006,IMPUTE_NULL,category,None,General / Unknown,Missing incident category
2026-09-24 05:31:24,incidents,INC000006,IMPUTE_NULL,priority,None,4 - Low,Missing priority set to conservative Low
2026-09-24 05:31:24,incidents,INC000006,IMPUTE_NULL,assignment_group,None,Global-Service-Desk,Default assignment group
2026-09-24 05:31:24,incidents,INC000007,IMPUTE_NULL,category,None,General / Unknown,Missing incident category
2026-09-24 05:31:24,incidents,INC000007,IMPUTE_NULL,priority,None,4 - Low,Missing priority set to conservative Low
2026-09-24 05:31:24,incidents,INC000007,IMPUTE_NULL,assignment_group,None,Global-Service-Desk,Default assignment group
2026-09-24 05:31:24,incidents,INC000008,IMPUTE_NULL,category,None,General / Unknown,Missing incident category
2026-09-24 05:31:24,incidents,INC000008,IMPUTE_NULL,priority,None,4 - Low,Missing priority set to conservative Low
2026-09-24 05:31:24,incidents,INC000008,IMPUTE_NULL,assignment_group,None,Global-Service-Desk,Default assignment group
2026-09-24 05:31:24,incidents,INC000009,IMPUTE_NULL,category,None,General / Unknown,Missing incident category
2026-09-24 05:31:24,incidents,INC000009,IMPUTE_NULL,priority,None,4 - Low,Missing priority set to conservative Low
2026-09-24 05:31:24,incidents,INC000009,IMPUTE_NULL,assignment_group,None,Global-Service-Desk,Default assignment group
2026-09-24 05:31:24,incidents,INC000010,IMPUTE_NULL,category,None,General / Unknown,Missing incident category
2026-09-24 05:31:24,incidents,INC000010,IMPUTE_NULL,priority,None,4 - Low,Missing priority set to conservative Low
2026-09-24 05:31:24,incidents,INC000010,IMPUTE_NULL,assignment_group,None,Global-Service-Desk,Default assignment group
2026-09-24 05:31:24,incidents,INC000011,IMPUTE_NULL,category,None,General / Unknown,Missing incident category
2026-09-24 05:31:24,incidents,INC000011,IMPUTE_NULL,priority,None,4 - Low,Missing priority set to conservative Low
2026-09-24 05:31:24,incidents,INC000011,IMPUTE_NULL,assignment_group,None,Global-Service-Desk,Default assignment group
2026-09-24 05:31:24,incidents,INC000012,IMPUTE_NULL,category,None,General / Unknown,Missing incident category
2026-09-24 05:31:24,incidents,INC000012,IMPUTE_NULL,priority,None,4 - Low,Missing priority set to conservative Low
2026-09-24 05:31:24,incidents,INC000012,IMPUTE_NULL,assignment_group,None,Global-Service-Desk,Default assignment group
